Prodn Code,Part Name,Finish L,Finish B,Finish T,Order Quantity,Part Code,Barcode 1,Barcode 2,Part Material,Surface Top,Surface Bottom,EB Thickness,Edge Bottom,Edge Right,Edge Top,Edge Left,Grain,Grain Desc,Grain Prodn,Cutting L,Cutting B,Cutting T,Grain Path,Drill Info,Carcass or Shutter,Vendor Name,Multi Part ID,Annotation,Order Name,Sales Order,SKU Code,Order Start Date,Order Due Date,Customer Name,Handle Type,Vendor HW,Room,Part Count,Shutter Design,Store Name,Handle Side,Batch Number,Weight,Routing Number,Laying Number,Carton Number,Part Count per carton,Type of Packing
KTA83K83HMAXXXXXS5308ABR-20800600180560,BACK PANEL,2061,581,5.5,1,REG2278490000058,001128200352890000058A,-,5.5MM-HDHMR-OSL-CASPANI,CASPANI,CASPANI,-,-,-,-,-,-,MAX21 TALL UNIT WITH SHUTTER CONTAINS 2 WOODEN SHELF AND 4 INNER MEDIUM DRAWER - RHS,2.08E+13,2061,581,5.5,-,SWKTML8215,CARCASS,MAX KIT,10,X20,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,-,-,-,58,-,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KTA83K83HMAXXXXXS5308ABR-20800600180560,GLASS SHELF 1,554,520,8,1,REG2278490000059,-,-,GLASS SHELF,GLASS SHELF,GLASS SHELF,-,-,-,-,-,-,MAX21 TALL UNIT WITH SHUTTER CONTAINS 2 WOODEN SHELF AND 4 INNER MEDIUM DRAWER - RHS,2.08E+13,554,520,8,-,SWKTML8215,CARCASS,MAX KIT,10,X20,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,-,-,-,59,-,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KTA83K83HMAXXXXXS5308ABR-20800600180560,GLASS SHELF 2,554,520,8,1,REG2278490000060,-,-,GLASS SHELF,GLASS SHELF,GLASS SHELF,-,-,-,-,-,-,MAX21 TALL UNIT WITH SHUTTER CONTAINS 2 WOODEN SHELF AND 4 INNER MEDIUM DRAWER - RHS,2.08E+13,554,520,8,-,SWKTML8215,CARCASS,MAX KIT,10,X20,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,-,-,-,60,-,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KTA83K83HMAXXXXXS5308ABR-20800600180560,LOWER RH-SHUTTER,716,597,18,1,REG2278490000061,001128200352890000061A,-,18MM-MDF-OSR-CASPANI,H.G STONE GREY,CASPANI,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,1,MAX21 TALL UNIT WITH SHUTTER CONTAINS 2 WOODEN SHELF AND 4 INNER MEDIUM DRAWER - RHS,2.08E+13,713,597,18,-,SWKTML8215,SHUTTER,MAX KIT,10,X20,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,MKHANDLE-H33,SPACEWOOD SOFT CLOSE HINGES,-,61,EDGE PROFILE-H-33,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KTA83K83HMAXXXXXS5308ABR-20800600180560,UPPER RH-SHUTTER,1360,597,18,1,REG2278490000062,001128200352890000062A,-,18MM-MDF-OSR-CASPANI,H.G STONE GREY,CASPANI,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,1,MAX21 TALL UNIT WITH SHUTTER CONTAINS 2 WOODEN SHELF AND 4 INNER MEDIUM DRAWER - RHS,2.08E+13,1360,597,18,-,SWKTML8215,SHUTTER,MAX KIT,10,X20,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,-,SPACEWOOD SOFT CLOSE HINGES,-,62,PLAIN,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KTA90K90HMAXXXXXS2308AHH-20800600180560,LEFT SIDE PANEL,2080,560,18,1,REG2278490000063,001128200352890000063A,-,18MM-HDHMR-BSL-CASPANI,CASPANI,CASPANI,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,MAX21 TALL UNIT WITH 1 SHUTTER 1 BOT DRW 1 SHELF APERTURE FOR FITTING 60CM MICROWAVE OVEN AND OVEN-LHS,2.08E+13,2080,560,18,-,SWKTML8078,CARCASS,MAX KIT,12,X21,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,-,-,-,63,-,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KTA90K90HMAXXXXXS2308AHH-20800600180560,RIGHT SIDE PANEL,2080,560,18,1,REG2278490000064,001128200352890000064A,-,18MM-HDHMR-BSL-CASPANI,CASPANI,CASPANI,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,MAX21 TALL UNIT WITH 1 SHUTTER 1 BOT DRW 1 SHELF APERTURE FOR FITTING 60CM MICROWAVE OVEN AND OVEN-LHS,2.08E+13,2080,560,18,-,SWKTML8078,CARCASS,MAX KIT,12,X21,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,-,-,-,64,-,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KTA90K90HMAXXXXXS2308AHH-20800600180560,BOTTOM PANEL,564,554,18,1,REG2278490000065,001128200352890000065A,001128200352890000065B,18MM-HDHMR-BSL-CASPANI,CASPANI,CASPANI,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,MAX21 TALL UNIT WITH 1 SHUTTER 1 BOT DRW 1 SHELF APERTURE FOR FITTING 60CM MICROWAVE OVEN AND OVEN-LHS,2.08E+13,564,554,18,-,SWKTML8078,CARCASS,MAX KIT,12,X21,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,-,-,-,65,-,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KTA90K90HMAXXXXXS2308AHH-20800600180560,TOP PANEL,564,494,18,1,REG2278490000066,001128200352890000066A,001128200352890000066B,18MM-HDHMR-BSL-CASPANI,CASPANI,CASPANI,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,MAX21 TALL UNIT WITH 1 SHUTTER 1 BOT DRW 1 SHELF APERTURE FOR FITTING 60CM MICROWAVE OVEN AND OVEN-LHS,2.08E+13,564,494,18,-,SWKTML8078,CARCASS,MAX KIT,12,X21,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,-,-,-,66,-,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KTA90K90HMAXXXXXS2308AHH-20800600180560,FIXED SHELF 1,564,494,18,1,REG2278490000067,001128200352890000067A,001128200352890000067B,18MM-HDHMR-BSL-CASPANI,CASPANI,CASPANI,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,MAX21 TALL UNIT WITH 1 SHUTTER 1 BOT DRW 1 SHELF APERTURE FOR FITTING 60CM MICROWAVE OVEN AND OVEN-LHS,2.08E+13,564,494,18,-,SWKTML8078,CARCASS,MAX KIT,12,X21,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,-,-,-,67,-,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KTA90K90HMAXXXXXS2308AHH-20800600180560,FIXED SHELF 2,564,554,18,1,REG2278490000068,001128200352890000068A,-,18MM-HDHMR-BSL-CASPANI,CASPANI,CASPANI,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,MAX21 TALL UNIT WITH 1 SHUTTER 1 BOT DRW 1 SHELF APERTURE FOR FITTING 60CM MICROWAVE OVEN AND OVEN-LHS,2.08E+13,564,554,18,-,SWKTML8078,CARCASS,MAX KIT,12,X21,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,-,-,-,68,-,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KTA90K90HMAXXXXXS2308AHH-20800600180560,FIXED SHELF 3,564,494,18,1,REG2278490000069,001128200352890000069A,-,18MM-HDHMR-BSL-CASPANI,CASPANI,CASPANI,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,MAX21 TALL UNIT WITH 1 SHUTTER 1 BOT DRW 1 SHELF APERTURE FOR FITTING 60CM MICROWAVE OVEN AND OVEN-LHS,2.08E+13,564,494,18,-,SWKTML8078,CARCASS,MAX KIT,12,X21,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,-,-,-,69,-,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KTA90K90HMAXXXXXS2308AHH-20800600180560,SHELF 1,564,465,18,1,REG2278490000070,-,-,18MM-HDHMR-BSL-CASPANI,CASPANI,CASPANI,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,MAX21 TALL UNIT WITH 1 SHUTTER 1 BOT DRW 1 SHELF APERTURE FOR FITTING 60CM MICROWAVE OVEN AND OVEN-LHS,2.08E+13,564,465,18,-,SWKTML8078,CARCASS,MAX KIT,12,X21,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,-,-,-,70,-,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KTA90K90HMAXXXXXS2308AHH-20800600180560,BACK PANEL 1,341,581,5.5,1,REG2278490000071,001128200352890000071A,-,5.5MM-HDHMR-OSL-CASPANI,CASPANI,CASPANI,-,-,-,-,-,-,MAX21 TALL UNIT WITH 1 SHUTTER 1 BOT DRW 1 SHELF APERTURE FOR FITTING 60CM MICROWAVE OVEN AND OVEN-LHS,2.08E+13,341,581,5.5,-,SWKTML8078,CARCASS,MAX KIT,12,X21,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,-,-,-,71,-,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KTA90K90HMAXXXXXS2308AHH-20800600180560,BACK PANEL 2,701,581,5.5,1,REG2278490000072,001128200352890000072A,-,5.5MM-HDHMR-OSL-CASPANI,CASPANI,CASPANI,-,-,-,-,-,-,MAX21 TALL UNIT WITH 1 SHUTTER 1 BOT DRW 1 SHELF APERTURE FOR FITTING 60CM MICROWAVE OVEN AND OVEN-LHS,2.08E+13,701,581,5.5,-,SWKTML8078,CARCASS,MAX KIT,12,X21,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,-,-,-,72,-,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KTA90K90HMAXXXXXS2308AHH-20800600180560,OVM BOT FACIA,357,597,18,1,REG2278490000073,001128200352890000073A,-,18MM-MDF-OSR-CASPANI,H.G STONE GREY,CASPANI,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,1,MAX21 TALL UNIT WITH 1 SHUTTER 1 BOT DRW 1 SHELF APERTURE FOR FITTING 60CM MICROWAVE OVEN AND OVEN-LHS,2.08E+13,354,597,18,-,SWKTML8078,SHUTTER,MAX KIT,12,X21,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,MKHANDLE-H33,SPACEWOOD SOFT CLOSE HINGES,-,73,EDGE PROFILE-H-33,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KTA90K90HMAXXXXXS2308AHH-20800600180560,OVM TOP SHUTTER,720,597,18,1,REG2278490000074,001128200352890000074A,-,18MM-MDF-OSR-CASPANI,H.G STONE GREY,CASPANI,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,1,MAX21 TALL UNIT WITH 1 SHUTTER 1 BOT DRW 1 SHELF APERTURE FOR FITTING 60CM MICROWAVE OVEN AND OVEN-LHS,2.08E+13,717,597,18,-,SWKTML8078,SHUTTER,MAX KIT,12,X21,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,MKHANDLE-H33,SPACEWOOD SOFT CLOSE HINGES,-,74,EDGE PROFILE-H-33,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KBG70K70HMAXXXXXXX308AHG-07200900180560,LEFT SIDE PANEL,720,560,18,1,REG2278490000075,001128200352890000075A,-,18MM-HDHMR-BSL-CASPANI,CASPANI,CASPANI,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,MAX21 DRAWER UNIT WITH 2 LARGE DRAWERS OF EQUAL SIZE. DRAWERS FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,720,560,18,-,SWKTML4248,CARCASS,MAX KIT,8,X22,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,-,-,-,75,-,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KBG70K70HMAXXXXXXX308AHG-07200900180560,RIGHT SIDE PANEL,720,560,18,1,REG2278490000076,001128200352890000076A,-,18MM-HDHMR-BSL-CASPANI,CASPANI,CASPANI,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,MAX21 DRAWER UNIT WITH 2 LARGE DRAWERS OF EQUAL SIZE. DRAWERS FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,720,560,18,-,SWKTML4248,CARCASS,MAX KIT,8,X22,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,-,-,-,76,-,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KBG70K70HMAXXXXXXX308AHG-07200900180560,BOTTOM PANEL,864,554,18,1,REG2278490000077,001128200352890000077A,001128200352890000077B,18MM-HDHMR-BSL-CASPANI,CASPANI,CASPANI,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,MAX21 DRAWER UNIT WITH 2 LARGE DRAWERS OF EQUAL SIZE. DRAWERS FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,864,554,18,-,SWKTML4248,CARCASS,MAX KIT,8,X22,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,-,-,-,77,-,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KBG70K70HMAXXXXXXX308AHG-07200900180560,TOP PATTI 1,864,80,18,1,REG2278490000078,001128200352890000078A,-,18MM-HDHMR-BSL-CASPANI,CASPANI,CASPANI,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,MAX21 DRAWER UNIT WITH 2 LARGE DRAWERS OF EQUAL SIZE. DRAWERS FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,862.4,78.4,18,-,SWKTML4248,CARCASS,MAX KIT,8,X22,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,-,-,-,78,-,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KBG70K70HMAXXXXXXX308AHG-07200900180560,TOP PATTI 2,864,80,18,1,REG2278490000079,001128200352890000079A,-,18MM-HDHMR-BSL-CASPANI,CASPANI,CASPANI,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,MAX21 DRAWER UNIT WITH 2 LARGE DRAWERS OF EQUAL SIZE. DRAWERS FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,862.4,78.4,18,-,SWKTML4248,CARCASS,MAX KIT,8,X22,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,-,-,-,79,-,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KBG70K70HMAXXXXXXX308AHG-07200900180560,BACK PANEL,701,881,5.5,1,REG2278490000080,001128200352890000080A,-,5.5MM-HDHMR-OSL-CASPANI,CASPANI,CASPANI,-,-,-,-,-,-,MAX21 DRAWER UNIT WITH 2 LARGE DRAWERS OF EQUAL SIZE. DRAWERS FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,701,881,5.5,-,SWKTML4248,CARCASS,MAX KIT,8,X22,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,-,-,-,80,-,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KBG70K70HMAXXXXXXX308AHG-07200900180560,BOT DRAWER FRONT,357,897,18,1,REG2278490000081,001128200352890000081A,-,18MM-MDF-OSR-CASPANI,H.G STONE GREY,CASPANI,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,1,MAX21 DRAWER UNIT WITH 2 LARGE DRAWERS OF EQUAL SIZE. DRAWERS FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,354,897,18,-,SWKTML4248,SHUTTER,MAX KIT,8,X22,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,MKHANDLE-H33,SPACEWOOD SOFT CLOSE HINGES,-,81,EDGE PROFILE-H-33,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KBG70K70HMAXXXXXXX308AHG-07200900180560,TOP DRAWER FRONT,357,897,18,1,REG2278490000082,001128200352890000082A,-,18MM-MDF-OSR-CASPANI,H.G STONE GREY,CASPANI,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,1,MAX21 DRAWER UNIT WITH 2 LARGE DRAWERS OF EQUAL SIZE. DRAWERS FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,354,897,18,-,SWKTML4248,SHUTTER,MAX KIT,8,X22,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,MKHANDLE-H33,SPACEWOOD SOFT CLOSE HINGES,-,82,EDGE PROFILE-H-33,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KTU2PKTPHMAXXXXXXX308AHB-07200900180560,LEFT SIDE PANEL,720,560,18,1,REG2278490000083,001128200352890000083A,-,18MM-HDHMR-BSL-CASPANI,CASPANI,CASPANI,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,MAX21 HOB UNIT WITH 2 MEDIUM AND 1 LARGE DRAWER. DRAWER FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,720,560,18,-,SWKTML4251,CARCASS,MAX KIT,9,X23,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,-,-,-,83,-,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KTU2PKTPHMAXXXXXXX308AHB-07200900180560,RIGHT SIDE PANEL,720,560,18,1,REG2278490000084,001128200352890000084A,-,18MM-HDHMR-BSL-CASPANI,CASPANI,CASPANI,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,MAX21 HOB UNIT WITH 2 MEDIUM AND 1 LARGE DRAWER. DRAWER FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,720,560,18,-,SWKTML4251,CARCASS,MAX KIT,9,X23,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,-,-,-,84,-,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KTU2PKTPHMAXXXXXXX308AHB-07200900180560,BOTTOM PANEL,864,554,18,1,REG2278490000085,001128200352890000085A,001128200352890000085B,18MM-HDHMR-BSL-CASPANI,CASPANI,CASPANI,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,MAX21 HOB UNIT WITH 2 MEDIUM AND 1 LARGE DRAWER. DRAWER FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,864,554,18,-,SWKTML4251,CARCASS,MAX KIT,9,X23,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,-,-,-,85,-,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KTU2PKTPHMAXXXXXXX308AHB-07200900180560,TOP PATTI ,864,80,18,1,REG2278490000086,001128200352890000086A,-,18MM-HDHMR-BSL-CASPANI,CASPANI,CASPANI,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,MAX21 HOB UNIT WITH 2 MEDIUM AND 1 LARGE DRAWER. DRAWER FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,862.4,78.4,18,-,SWKTML4251,CARCASS,MAX KIT,9,X23,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,-,-,-,86,-,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KTU2PKTPHMAXXXXXXX308AHB-07200900180560,FRONT HORIZONTAL PATTI,864,50,18,1,REG2278490000087,001128200352890000087A,-,18MM-HDHMR-BSL-CASPANI,CASPANI,CASPANI,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,MAX21 HOB UNIT WITH 2 MEDIUM AND 1 LARGE DRAWER. DRAWER FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,862.4,48.4,18,-,SWKTML4251,CARCASS,MAX KIT,9,X23,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,-,-,-,87,-,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KTU2PKTPHMAXXXXXXX308AHB-07200900180560,BACK PANEL,651,881,5.5,1,REG2278490000088,001128200352890000088A,-,5.5MM-HDHMR-OSL-CASPANI,CASPANI,CASPANI,-,-,-,-,-,-,MAX21 HOB UNIT WITH 2 MEDIUM AND 1 LARGE DRAWER. DRAWER FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,651,881,5.5,-,SWKTML4251,CARCASS,MAX KIT,9,X23,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,-,-,-,88,-,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KTU2PKTPHMAXXXXXXX308AHB-07200900180560,BOT DRAWER FRONT,357,897,18,1,REG2278490000089,001128200352890000089A,-,18MM-MDF-OSR-CASPANI,H.G STONE GREY,CASPANI,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,1,MAX21 HOB UNIT WITH 2 MEDIUM AND 1 LARGE DRAWER. DRAWER FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,354,897,18,-,SWKTML4251,SHUTTER,MAX KIT,9,X23,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,MKHANDLE-H33,SPACEWOOD SOFT CLOSE HINGES,-,89,EDGE PROFILE-H-33,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KTU2PKTPHMAXXXXXXX308AHB-07200900180560,MID DRAWER FRONT,177,897,18,1,REG2278490000090,001128200352890000090A,-,18MM-MDF-OSR-CASPANI,H.G STONE GREY,CASPANI,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,1,MAX21 HOB UNIT WITH 2 MEDIUM AND 1 LARGE DRAWER. DRAWER FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,174,897,18,-,SWKTML4251,SHUTTER,MAX KIT,9,X23,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,MKHANDLE-H33,SPACEWOOD SOFT CLOSE HINGES,-,90,EDGE PROFILE-H-33,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KTU2PKTPHMAXXXXXXX308AHB-07200900180560,TOP DRAWER FRONT,177,897,18,1,REG2278490000091,001128200352890000091A,-,18MM-MDF-OSR-CASPANI,H.G STONE GREY,CASPANI,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,1,MAX21 HOB UNIT WITH 2 MEDIUM AND 1 LARGE DRAWER. DRAWER FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,174,897,18,-,SWKTML4251,SHUTTER,MAX KIT,9,X23,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,MKHANDLE-H33,SPACEWOOD SOFT CLOSE HINGES,-,91,EDGE PROFILE-H-33,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KBG65K65HMAXXXXXXX308ADL-07200600180560,LEFT SIDE PANEL,720,560,18,1,REG2278490000092,001128200352890000092A,-,18MM-HDHMR-BSL-CASPANI,CASPANI,CASPANI,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,MAX21 DRAWER UNIT WITH 1 MEDIUM AND 1 EXTRA LARGE DRAWER. DRAWERS FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,720,560,18,-,SWKTML4242,CARCASS,MAX KIT,8,X24,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,-,-,-,92,-,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
KBG65K65HMAXXXXXXX308ADL-07200600180560,RIGHT SIDE PANEL,720,560,18,1,REG2278490000093,001128200352890000093A,-,18MM-HDHMR-BSL-CASPANI,CASPANI,CASPANI,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,MAX21 DRAWER UNIT WITH 1 MEDIUM AND 1 EXTRA LARGE DRAWER. DRAWERS FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,720,560,18,-,SWKTML4242,CARCASS,MAX KIT,8,X24,0011282 - 0035289,REG227849,-,01-01-1970,01-01-1970,COL. DINESH DIKSHIT,-,-,-,93,-,ML NOIDA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
